Employee_ID,Age,Experience_Years,Monthly_Salary,Annual_Bonus,Performance_Score,Training_Hours,Projects_Completed,Job_Satisfaction,Education,Department,Employment_Type,Work_Mode,City,Promotion
EMP-00634,21.0,0.0,8579.43,18353.28,Average,19.1,3.0,Medium,Master,Finance,Full-Time,Hybrid,Karachi,No
EMP-00635,26.0,6.0,11722.75,17580.88,Average,8.3,6.0,Medium,Master,Sales,Full-Time,Office,Rawalpindi,No
EMP-00636,43.0,24.0,17831.38,12638.04,Average,22.4,3.0,Medium,Bachelor,Marketing,Full-Time,Hybrid,Islamabad,No
EMP-00637,52.0,30.0,23693.94,26580.19,Good,26.1,6.0,High,Master,IT,Full-Time,Hybrid,Multan,Yes
EMP-00638,47.0,25.0,18955.93,37440.87,Poor,26.0,6.0,Medium,Bachelor,Marketing,Part-Time,Hybrid,Karachi,No
EMP-00639,46.0,29.0,19402.47,20824.37,Average,12.1,7.0,Medium,Bachelor,Finance,Part-Time,Office,Rawalpindi,No
EMP-00640,46.0,22.0,19455.93,30091.79,Good,7.8,3.0,Medium,Bachelor,Operations,Part-Time,Office,Lahore,Yes
EMP-00641,44.0,18.0,17892.13,17280.23,Excellent,37.4,2.0,Medium,Bachelor,Finance,Part-Time,Office,Islamabad,Yes
EMP-00642,34.0,10.0,10770.44,7266.8,Average,33.2,6.0,High,Bachelor,IT,Full-Time,Office,Rawalpindi,Yes
EMP-00643,35.0,14.0,14246.52,24230.83,Good,16.3,8.0,Very High,Bachelor,HR,Full-Time,Remote,Lahore,No
EMP-00644,26.0,7.0,10245.52,10530.09,Good,38.4,4.0,Medium,Master,Marketing,Full-Time,Office,Islamabad,No
EMP-00645,29.0,8.0,12943.66,15367.52,Good,38.3,4.0,Very High,Bachelor,Marketing,Full-Time,Office,Multan,No
EMP-00646,34.0,15.0,14015.52,5798.57,Average,22.9,3.0,Medium,Master,HR,Part-Time,Office,Rawalpindi,No
EMP-00647,32.0,4.0,12424.19,14491.51,Excellent,20.9,2.0,Very High,Master,Finance,Full-Time,Office,Rawalpindi,Yes
EMP-00648,32.0,13.0,17155.35,27714.53,Good,10.3,5.0,Medium,Master,HR,Full-Time,Remote,Multan,Yes
EMP-00649,23.0,1.0,7338.25,6424.93,Good,42.2,5.0,Very High,Bachelor,Finance,Full-Time,Office,Lahore,No
EMP-00650,45.0,23.0,16445.55,30367.03,Average,20.9,6.0,Medium,Master,Operations,Full-Time,Remote,Lahore,Yes
EMP-00651,28.0,4.0,9736.77,14101.02,Average,40.8,2.0,Very High,High School,HR,Full-Time,Remote,Karachi,No
EMP-00652,47.0,23.0,19735.1,32560.28,Excellent,42.2,1.0,Very High,Bachelor,Operations,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00653,29.0,10.0,16744.99,21380.44,Excellent,66.8,10.0,Very High,Master,Sales,Part-Time,Office,Karachi,Yes
EMP-00654,47.0,23.0,14962.64,9455.1,Good,65.1,7.0,Medium,Bachelor,IT,Full-Time,Office,Peshawar,No
EMP-00655,39.0,21.0,15150.53,,Good,7.7,2.0,High,Bachelor,Operations,Full-Time,Office,Lahore,No
EMP-00656,21.0,1.0,4842.11,9193.0,Good,62.5,5.0,High,High School,HR,Full-Time,Hybrid,Lahore,No
EMP-00657,29.0,1.0,8600.72,10257.62,Good,52.9,6.0,Medium,Bachelor,Marketing,Full-Time,Hybrid,Lahore,No
EMP-00658,26.0,2.0,13330.28,28138.84,Average,10.2,6.0,High,Master,Finance,Contract,Remote,Rawalpindi,No
EMP-00659,44.0,21.0,16327.67,27517.14,Good,11.9,9.0,High,Bachelor,Marketing,Contract,Office,Karachi,Yes
EMP-00660,36.0,16.0,13675.94,19398.51,Poor,43.9,4.0,Medium,Bachelor,Operations,Full-Time,Office,Islamabad,No
EMP-00661,34.0,15.0,10852.67,6268.83,Good,98.1,2.0,High,High School,HR,Part-Time,Office,Peshawar,Yes
EMP-00662,35.0,14.0,13005.87,15490.48,Good,17.7,5.0,Medium,Bachelor,Operations,Full-Time,Remote,Multan,No
EMP-00663,29.0,6.0,13900.03,29100.44,Good,22.9,4.0,Medium,Master,Operations,Full-Time,Office,Rawalpindi,Yes
EMP-00664,36.0,17.0,16598.99,22355.87,Excellent,56.2,6.0,Low,Bachelor,Sales,Full-Time,Office,Karachi,Yes
EMP-00665,24.0,2.0,8053.43,8737.31,Good,33.1,5.0,High,High School,Marketing,Full-Time,Hybrid,Peshawar,Yes
EMP-00666,28.0,2.0,12036.61,23201.66,Good,5.9,5.0,High,Master,Finance,Contract,Hybrid,Multan,No
EMP-00667,44.0,21.0,19328.09,19174.29,Poor,25.6,5.0,High,Master,HR,Part-Time,Office,Multan,No
EMP-00668,30.0,7.0,10220.67,15827.29,Excellent,48.5,5.0,Low,High School,IT,Full-Time,Office,Peshawar,No
EMP-00669,21.0,0.0,7368.44,15213.23,Average,29.0,3.0,High,High School,HR,Full-Time,,Karachi,No
EMP-00670,39.0,19.0,14724.22,15147.22,Poor,34.4,2.0,Low,High School,HR,Full-Time,Remote,Karachi,Yes
EMP-00671,36.0,16.0,11720.05,10484.17,Average,52.2,,High,High School,Finance,Full-Time,Hybrid,Karachi,No
EMP-00672,21.0,0.0,7362.02,10101.87,Excellent,81.0,4.0,High,Bachelor,Finance,Full-Time,Remote,Multan,No
EMP-00673,32.0,16.0,14712.88,12745.57,Good,31.0,2.0,High,Master,Marketing,Full-Time,Hybrid,Peshawar,Yes
EMP-00674,34.0,8.0,14784.09,16759.94,Good,20.9,6.0,High,Master,Finance,Full-Time,Hybrid,Lahore,No
EMP-00675,21.0,0.0,9143.79,19652.12,Average,14.0,4.0,High,Master,Finance,Full-Time,Hybrid,Multan,No
EMP-00676,37.0,14.0,15082.85,18926.11,Good,79.8,5.0,High,Bachelor,Marketing,Full-Time,Remote,Lahore,No
EMP-00677,21.0,0.0,9622.13,3787.52,Good,41.9,11.0,Low,PhD,Finance,Full-Time,Hybrid,Karachi,No
EMP-00678,35.0,12.0,17385.3,16445.01,Average,33.0,3.0,High,Master,IT,Contract,Hybrid,Multan,No
EMP-00679,36.0,15.0,17288.72,30643.74,Poor,22.5,6.0,Low,Master,Marketing,Full-Time,Hybrid,Rawalpindi,No
EMP-00680,42.0,18.0,16371.32,13388.06,Average,14.2,2.0,High,High School,Operations,Full-Time,Hybrid,Islamabad,No
EMP-00681,38.0,16.0,14388.18,16976.93,Average,15.9,2.0,Medium,Master,Marketing,Full-Time,Hybrid,Islamabad,Yes
EMP-00682,45.0,20.0,17324.44,12194.9,Good,52.1,5.0,Medium,Bachelor,IT,Full-Time,Office,Multan,No
EMP-00683,37.0,11.0,14507.44,11284.26,Average,43.5,5.0,Medium,Master,HR,Full-Time,Office,Karachi,No
EMP-00684,38.0,17.0,16754.77,18858.65,Average,27.9,5.0,High,Master,IT,Full-Time,Hybrid,Islamabad,No
EMP-00685,38.0,20.0,14635.88,18540.13,Average,10.5,0.0,Medium,Bachelor,Finance,Full-Time,Hybrid,Rawalpindi,No
EMP-00686,38.0,19.0,18393.45,36337.65,Average,32.2,2.0,Medium,,HR,Contract,Office,Karachi,No
EMP-00687,44.0,18.0,20657.49,1000.0,Good,49.8,3.0,Very High,PhD,IT,Full-Time,Office,Multan,Yes
EMP-00688,39.0,18.0,16183.73,13359.74,Excellent,11.2,4.0,Low,Bachelor,Finance,Full-Time,Remote,Islamabad,No
EMP-00689,35.0,15.0,15529.73,16375.53,Good,20.4,6.0,Medium,Bachelor,IT,Full-Time,Hybrid,Lahore,No
EMP-00690,34.0,14.0,16058.24,15067.51,,25.9,4.0,Medium,Master,IT,Full-Time,Office,Multan,No
EMP-00691,22.0,0.0,8536.68,12663.11,Good,8.1,5.0,Medium,Master,Marketing,Full-Time,Office,Lahore,No
EMP-00692,37.0,12.0,16306.55,,Good,20.3,4.0,Medium,Master,Sales,Full-Time,Hybrid,Islamabad,No
EMP-00693,45.0,24.0,18896.75,30894.66,Good,37.8,6.0,Low,Master,Finance,Full-Time,Office,Rawalpindi,No
EMP-00694,21.0,0.0,9118.17,2694.27,Good,25.9,3.0,High,Bachelor,Finance,Full-Time,Office,Karachi,No
EMP-00695,43.0,25.0,21278.5,31032.84,Good,49.2,5.0,Medium,Master,IT,Full-Time,Hybrid,Lahore,Yes
EMP-00696,33.0,13.0,14354.46,4201.63,Average,21.1,6.0,Very High,High School,Marketing,Full-Time,Office,Multan,No
EMP-00697,31.0,14.0,15734.41,18573.1,Good,17.5,6.0,High,Master,Sales,Full-Time,Office,Islamabad,No
EMP-00698,39.0,19.0,18463.22,6554.26,Excellent,21.0,4.0,Medium,PhD,Sales,Full-Time,Office,Peshawar,No
EMP-00699,58.0,35.0,22940.02,39922.99,Good,55.6,5.0,Medium,Bachelor,IT,Full-Time,Hybrid,Multan,Yes
EMP-00700,48.0,24.0,18090.11,2933.74,Good,41.9,4.0,High,Bachelor,Sales,Full-Time,Hybrid,Multan,Yes
EMP-00701,34.0,14.0,11816.44,8621.59,Average,10.1,6.0,Medium,Bachelor,Finance,Full-Time,Office,Islamabad,No
EMP-00702,34.0,13.0,15940.8,32120.45,Good,51.3,4.0,High,Bachelor,Marketing,Full-Time,Office,Multan,Yes
EMP-00703,21.0,0.0,8435.54,16616.16,Average,22.5,4.0,High,Bachelor,IT,Full-Time,Remote,Karachi,No
EMP-00704,34.0,15.0,15458.32,28437.46,Good,34.2,9.0,High,Bachelor,HR,Full-Time,Remote,Lahore,Yes
EMP-00705,46.0,23.0,15298.28,30717.14,Excellent,37.0,11.0,High,Bachelor,HR,Full-Time,Office,Peshawar,Yes
EMP-00706,21.0,0.0,10913.07,17042.41,Good,38.9,1.0,Medium,PhD,Operations,Contract,Hybrid,Islamabad,No
EMP-00707,40.0,18.0,17076.46,36952.48,Good,32.3,5.0,Medium,Bachelor,Marketing,Full-Time,Office,Multan,No
EMP-00708,40.0,17.0,17146.63,15054.55,Average,22.5,5.0,High,Master,HR,Full-Time,Hybrid,Multan,No
EMP-00709,43.0,17.0,16350.34,36700.2,Good,48.3,4.0,Medium,Bachelor,IT,Contract,Office,Lahore,Yes
EMP-00710,21.0,4.0,11832.8,7421.96,Good,21.3,6.0,Very High,PhD,IT,Full-Time,Office,Rawalpindi,No
EMP-00711,48.0,,19745.16,15874.89,Average,54.9,4.0,Very High,High School,IT,Full-Time,Hybrid,Karachi,Yes
EMP-00712,,12.0,14677.94,26604.7,Good,32.8,9.0,Very High,Master,IT,Contract,Office,Karachi,No
EMP-00713,35.0,18.0,16128.6,22340.23,Good,44.5,8.0,Very High,Bachelor,HR,Part-Time,Hybrid,Karachi,No
EMP-00714,30.0,12.0,53720.49,31186.43,Good,75.3,4.0,Very High,High School,Marketing,Full-Time,Hybrid,Lahore,No
EMP-00715,32.0,6.0,12294.15,24517.55,,8.8,4.0,High,Bachelor,Operations,Part-Time,Remote,Islamabad,No
EMP-00716,44.0,16.0,13984.43,12478.22,Average,32.6,4.0,Medium,Bachelor,Operations,Contract,Hybrid,Peshawar,No
EMP-00717,32.0,11.0,12277.36,28186.57,Average,40.4,9.0,Very High,Bachelor,IT,Full-Time,Office,Rawalpindi,No
EMP-00718,21.0,4.0,7754.61,8366.02,Good,9.6,7.0,Medium,Bachelor,IT,Full-Time,Remote,Islamabad,No
EMP-00719,30.0,9.0,15096.45,9399.04,Average,28.9,1.0,High,Master,Operations,Full-Time,Office,Rawalpindi,No
EMP-00720,21.0,2.0,11588.59,18322.5,Average,22.8,0.0,High,Master,Operations,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00721,36.0,12.0,15074.29,3825.23,Average,55.1,3.0,High,Master,Operations,Full-Time,Office,Peshawar,No
EMP-00722,39.0,14.0,11556.7,7564.13,Poor,7.1,5.0,Medium,High School,HR,Full-Time,Office,Multan,No
EMP-00723,21.0,0.0,7056.36,19375.99,Good,25.8,2.0,High,Bachelor,Operations,Part-Time,Hybrid,Lahore,No
EMP-00724,27.0,5.0,10219.72,5327.67,Excellent,19.5,3.0,High,Bachelor,Marketing,Contract,Hybrid,Karachi,Yes
EMP-00725,35.0,8.0,9666.11,11048.35,Good,49.7,3.0,Very High,Bachelor,Marketing,Part-Time,Hybrid,Peshawar,No
EMP-00726,38.0,13.0,14793.41,11480.55,Good,13.9,6.0,High,Bachelor,Sales,Full-Time,Hybrid,Karachi,No
EMP-00727,38.0,15.0,20762.27,21179.42,Average,5.4,6.0,Low,PhD,Finance,Full-Time,Office,Lahore,No
EMP-00728,21.0,0.0,7963.21,17653.94,Excellent,68.7,4.0,High,Master,IT,Full-Time,Hybrid,Lahore,Yes
EMP-00729,21.0,0.0,9700.23,15137.97,Average,61.4,4.0,High,Master,Operations,Full-Time,Office,Rawalpindi,No
EMP-00730,33.0,15.0,16868.53,28752.98,Good,7.1,1.0,Low,Master,Operations,Full-Time,Office,Multan,No
EMP-00731,38.0,17.0,16674.65,26038.09,Good,69.1,8.0,Low,Bachelor,Operations,Full-Time,Remote,Lahore,Yes
EMP-00732,21.0,0.0,9943.5,2513.55,Good,3.4,9.0,Low,High School,Finance,Contract,Hybrid,Rawalpindi,No
EMP-00733,27.0,7.0,13080.56,8225.88,Excellent,53.7,6.0,Low,Master,Marketing,Full-Time,Office,Peshawar,No
EMP-00734,25.0,1.0,10712.0,17339.34,Poor,27.2,0.0,Very High,Master,Operations,Contract,Hybrid,Lahore,No
EMP-00735,34.0,10.0,12377.22,32655.43,Excellent,23.8,4.0,High,Bachelor,HR,Full-Time,Office,Rawalpindi,No
EMP-00736,31.0,6.0,8204.12,12143.36,Average,21.6,3.0,Medium,Bachelor,IT,Full-Time,Office,Rawalpindi,No
EMP-00737,38.0,15.0,14723.04,24859.5,Average,39.6,5.0,Medium,High School,Finance,Full-Time,Office,Multan,No
EMP-00738,38.0,14.0,62025.11,92465.99,Excellent,40.4,2.0,,Bachelor,Finance,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00739,44.0,28.0,18681.72,18703.72,Good,24.1,6.0,High,Bachelor,Finance,,Hybrid,,No
EMP-00740,37.0,12.0,13049.99,11876.81,Good,27.3,3.0,High,Bachelor,IT,Part-Time,Office,Karachi,No
EMP-00741,34.0,12.0,11182.23,19628.92,Good,37.4,4.0,Very High,High School,Operations,Full-Time,Office,Islamabad,Yes
EMP-00742,40.0,16.0,17722.28,33157.98,Good,33.1,5.0,High,Master,IT,Full-Time,Hybrid,Lahore,Yes
EMP-00743,32.0,9.0,12991.49,20648.91,Excellent,18.6,6.0,High,Bachelor,Operations,Full-Time,Office,Lahore,Yes
EMP-00744,34.0,10.0,15418.46,10128.05,Good,32.9,4.0,Very High,Bachelor,Finance,Contract,Office,Rawalpindi,Yes
EMP-00745,39.0,15.0,16322.24,17743.81,Average,59.0,9.0,Medium,Master,HR,Contract,Office,Rawalpindi,Yes
EMP-00746,24.0,1.0,11285.94,20637.43,Good,10.5,4.0,Medium,Master,Sales,Part-Time,Hybrid,Lahore,No
EMP-00747,46.0,22.0,17986.82,15437.23,Excellent,7.4,1.0,High,Bachelor,Sales,Full-Time,Hybrid,Lahore,No
EMP-00748,44.0,19.0,18682.34,23982.53,Average,22.3,4.0,High,Master,Operations,Full-Time,Hybrid,Lahore,No
EMP-00749,23.0,0.0,10399.2,11386.71,Excellent,40.1,5.0,Low,Bachelor,Marketing,Full-Time,Office,Peshawar,No
EMP-00750,39.0,13.0,17748.59,24413.77,Excellent,24.4,7.0,Low,Master,Sales,Full-Time,Hybrid,Lahore,Yes
EMP-00751,31.0,9.0,12513.79,8168.66,Average,28.0,5.0,Medium,Bachelor,IT,Full-Time,Office,Karachi,No
EMP-00752,30.0,9.0,13643.03,10080.85,Average,38.1,4.0,Medium,Bachelor,IT,Full-Time,Hybrid,Multan,No
EMP-00753,31.0,10.0,13589.44,9547.11,Average,23.1,2.0,High,Master,Finance,Full-Time,Office,Lahore,No
EMP-00754,21.0,0.0,11231.14,3597.67,Good,80.2,4.0,High,Master,HR,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00755,41.0,18.0,14502.58,19369.41,Average,43.4,2.0,Medium,High School,Operations,Full-Time,Hybrid,Islamabad,Yes
EMP-00756,45.0,22.0,17230.28,35682.44,Good,31.4,10.0,Medium,Bachelor,IT,Full-Time,Remote,Karachi,Yes
EMP-00757,33.0,18.0,17568.04,41419.75,Excellent,8.2,2.0,Medium,Bachelor,Sales,Part-Time,Office,Multan,No
EMP-00758,27.0,5.0,9109.69,17672.54,Average,13.2,6.0,High,Bachelor,Marketing,Full-Time,Hybrid,Lahore,No
EMP-00759,25.0,6.0,9132.55,3987.39,Good,54.7,7.0,High,,IT,Full-Time,Hybrid,Lahore,Yes
EMP-00760,34.0,,13368.19,7945.91,Average,19.6,3.0,High,Bachelor,HR,Full-Time,Office,Karachi,No
EMP-00761,37.0,17.0,13848.59,25586.88,Excellent,81.5,9.0,Medium,Bachelor,HR,Full-Time,Office,Karachi,Yes
EMP-00762,24.0,0.0,8820.13,27401.23,Excellent,5.6,10.0,Low,Master,IT,Full-Time,Office,Islamabad,Yes
EMP-00763,35.0,11.0,13802.57,13972.54,Good,12.1,4.0,Medium,Bachelor,Marketing,Full-Time,Office,Lahore,Yes
EMP-00764,23.0,0.0,6882.27,19061.98,Good,44.2,3.0,Medium,Bachelor,Finance,Full-Time,Hybrid,Islamabad,No
EMP-00765,31.0,5.0,14919.03,7911.38,Good,70.6,10.0,Medium,PhD,Operations,Full-Time,Remote,Karachi,Yes
EMP-00766,24.0,1.0,8194.52,9274.17,Average,10.0,3.0,High,Bachelor,Marketing,Full-Time,Hybrid,Lahore,No
EMP-00767,21.0,2.0,9624.4,13520.56,Good,47.6,3.0,,Master,Operations,Full-Time,Office,Rawalpindi,No
EMP-00768,27.0,5.0,11088.41,10657.69,Poor,29.6,1.0,High,Bachelor,IT,Full-Time,Office,Multan,No
EMP-00769,45.0,18.0,16270.28,22435.37,Average,30.6,8.0,Very High,Master,Operations,Full-Time,Hybrid,Lahore,No
EMP-00770,38.0,20.0,16123.73,19103.81,Poor,59.3,6.0,Medium,High School,IT,Full-Time,Hybrid,Rawalpindi,No
EMP-00771,45.0,25.0,19116.29,15641.67,Average,5.7,2.0,Very High,Bachelor,Sales,Full-Time,Office,Multan,No
EMP-00772,38.0,15.0,13578.6,17722.47,Good,10.8,7.0,High,Bachelor,Sales,Full-Time,Hybrid,Karachi,No
EMP-00773,39.0,20.0,15678.1,12667.01,Excellent,10.6,8.0,High,Bachelor,,Full-Time,Office,Peshawar,Yes
EMP-00774,26.0,5.0,11498.54,12708.48,Good,11.8,5.0,Medium,Bachelor,IT,Full-Time,Office,Lahore,No
EMP-00775,44.0,21.0,23726.95,46307.43,Average,48.4,5.0,High,PhD,Marketing,Part-Time,Office,Rawalpindi,No
EMP-00776,26.0,5.0,7755.58,13076.72,Excellent,29.8,3.0,Medium,Bachelor,Operations,Full-Time,Remote,Karachi,No
EMP-00777,44.0,17.0,14684.98,5643.22,Good,48.4,11.0,High,Bachelor,IT,Full-Time,Remote,Lahore,Yes
EMP-00778,50.0,30.0,23643.68,26617.05,Poor,51.9,3.0,Medium,Master,Marketing,Part-Time,Hybrid,Multan,No
EMP-00779,41.0,21.0,16207.31,25722.46,Good,67.8,4.0,Medium,Master,Marketing,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00780,26.0,4.0,12351.75,24656.63,Good,14.8,2.0,Medium,Bachelor,Marketing,Contract,Hybrid,Multan,No
EMP-00781,42.0,26.0,14070.81,7054.71,Good,20.2,4.0,High,High School,HR,Full-Time,Hybrid,Lahore,No
EMP-00782,29.0,1.0,7842.93,4099.52,Good,67.0,5.0,Medium,High School,Operations,Full-Time,Office,Karachi,No
EMP-00783,46.0,27.0,22247.24,16415.45,Excellent,61.2,6.0,Medium,Bachelor,Operations,Full-Time,Office,Multan,Yes
EMP-00784,39.0,19.0,17635.62,29046.58,Average,20.2,3.0,High,Master,Marketing,Full-Time,Hybrid,Lahore,No
EMP-00785,34.0,12.0,15186.39,12600.37,Excellent,68.7,5.0,High,Bachelor,Operations,Contract,Office,Lahore,Yes
EMP-00786,33.0,15.0,12457.62,12254.59,Average,32.0,7.0,Medium,Bachelor,Marketing,Full-Time,Remote,Lahore,No
EMP-00787,31.0,7.0,12858.19,13763.57,Excellent,10.6,5.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Islamabad,Yes
EMP-00788,,10.0,14540.88,18079.73,,30.4,4.0,Low,Bachelor,Sales,Full-Time,Remote,,Yes
EMP-00789,32.0,9.0,11520.53,11142.51,Good,31.7,2.0,High,High School,IT,Full-Time,Office,Peshawar,No
EMP-00790,22.0,6.0,10179.44,16921.75,Average,41.1,4.0,Medium,Bachelor,Marketing,Contract,Hybrid,Peshawar,No
EMP-00791,21.0,0.0,9705.37,10336.49,Excellent,,4.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Lahore,No
EMP-00792,46.0,24.0,21633.17,20770.59,Average,25.9,5.0,Medium,PhD,Sales,Full-Time,Office,Karachi,No
EMP-00793,42.0,19.0,16908.43,30112.67,Good,12.0,2.0,Low,Bachelor,Finance,Full-Time,Office,Karachi,No
EMP-00794,36.0,14.0,15273.66,36199.37,Good,36.5,1.0,High,Master,Sales,Full-Time,Hybrid,Multan,No
EMP-00795,37.0,10.0,15408.21,39082.52,Average,,4.0,Medium,Bachelor,Operations,Full-Time,Hybrid,Multan,No
EMP-00796,21.0,4.0,9979.51,10199.13,Good,29.5,3.0,High,Bachelor,Marketing,Full-Time,Hybrid,Karachi,No
EMP-00797,25.0,0.0,10342.81,1652.62,Average,51.4,3.0,High,Master,Sales,Part-Time,Remote,Multan,No
EMP-00798,38.0,15.0,15886.4,28062.1,Good,38.5,4.0,Medium,Master,Sales,Full-Time,Office,Peshawar,Yes
EMP-00799,27.0,9.0,11238.09,6706.76,Good,13.2,3.0,Low,Bachelor,IT,Full-Time,Office,Rawalpindi,No
EMP-00800,31.0,5.0,10116.89,5804.98,Excellent,37.8,6.0,Low,Bachelor,IT,Full-Time,Hybrid,Peshawar,No
EMP-00801,46.0,27.0,18668.79,23872.91,Average,69.3,5.0,High,Bachelor,HR,Full-Time,Hybrid,Islamabad,No
EMP-00802,37.0,14.0,15697.99,28635.49,Average,47.0,2.0,Medium,Master,Finance,Contract,Office,Rawalpindi,No
EMP-00803,32.0,11.0,12019.93,15860.71,Poor,13.3,2.0,High,Bachelor,Finance,Full-Time,Office,Peshawar,No
EMP-00804,35.0,10.0,13796.16,26948.37,Average,25.5,6.0,High,Bachelor,Marketing,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00805,29.0,12.0,11752.63,28473.08,Good,14.8,4.0,Low,Bachelor,Marketing,Full-Time,Hybrid,Multan,No
EMP-00806,30.0,7.0,14010.49,9491.47,Poor,34.9,8.0,High,Master,HR,Contract,Office,Islamabad,No
EMP-00807,29.0,4.0,9345.12,2745.86,Average,18.1,7.0,Very High,Bachelor,HR,Full-Time,Office,Lahore,No
EMP-00808,26.0,6.0,7857.38,21274.93,Average,21.0,2.0,High,High School,Sales,Full-Time,Office,Peshawar,No
EMP-00809,30.0,13.0,13882.47,16704.61,Good,18.9,2.0,High,PhD,Marketing,Full-Time,Office,Peshawar,No
EMP-00810,42.0,20.0,16938.51,4189.76,Average,59.2,5.0,Very High,High School,HR,Full-Time,Office,Islamabad,No
EMP-00811,32.0,12.0,7757.04,3610.05,Good,21.1,3.0,Medium,Bachelor,Sales,Full-Time,Remote,Karachi,No
EMP-00812,41.0,15.0,18595.91,34502.35,Good,14.9,3.0,Medium,PhD,IT,Full-Time,,Islamabad,No
EMP-00813,49.0,28.0,19947.19,28970.43,Average,19.1,7.0,High,Bachelor,Finance,Full-Time,Hybrid,Lahore,Yes
EMP-00814,40.0,,20479.85,38393.05,Excellent,22.8,2.0,High,PhD,HR,Full-Time,Hybrid,Lahore,No
EMP-00815,21.0,1.0,9239.91,25206.11,Good,21.8,5.0,Low,Bachelor,Operations,Full-Time,Hybrid,Peshawar,No
EMP-00816,29.0,9.0,73578.13,65287.72,Excellent,24.5,4.0,Medium,Master,Sales,Full-Time,Office,Karachi,Yes
EMP-00817,38.0,21.0,18030.78,44359.75,Poor,17.9,7.0,Medium,Bachelor,Finance,Full-Time,Office,Lahore,No
EMP-00818,44.0,23.0,15284.98,26016.51,Good,64.3,0.0,Low,High School,HR,Full-Time,Hybrid,Rawalpindi,No
EMP-00819,24.0,1.0,7337.97,9504.86,Good,17.5,6.0,High,Bachelor,Sales,Contract,Remote,Islamabad,No
EMP-00820,55.0,30.0,19012.15,32728.1,Poor,18.6,8.0,Low,High School,Marketing,Full-Time,Office,Islamabad,No
EMP-00821,27.0,7.0,9388.97,8624.17,Excellent,7.7,5.0,Medium,Bachelor,Operations,Full-Time,Hybrid,Peshawar,Yes
EMP-00822,43.0,19.0,17727.08,25578.02,Poor,32.4,6.0,High,Bachelor,HR,Full-Time,Hybrid,Rawalpindi,No
EMP-00823,34.0,7.0,9373.64,22806.91,Average,12.9,7.0,Medium,High School,Marketing,Full-Time,Office,Islamabad,Yes
EMP-00824,35.0,15.0,12565.78,19305.21,Good,8.5,9.0,High,High School,IT,Full-Time,Hybrid,Karachi,Yes
EMP-00825,31.0,10.0,11324.2,8605.07,Average,30.1,7.0,Medium,Bachelor,HR,Part-Time,Hybrid,Multan,No
EMP-00826,27.0,5.0,11397.68,29640.92,Good,34.5,9.0,Medium,Bachelor,Marketing,Full-Time,Office,Peshawar,No
EMP-00827,28.0,4.0,10999.08,7739.89,Good,47.4,5.0,Medium,Bachelor,Marketing,Full-Time,Remote,Peshawar,Yes
EMP-00828,38.0,16.0,13103.06,28552.54,Good,47.8,,Medium,Bachelor,HR,Full-Time,Office,Multan,No
EMP-00829,28.0,5.0,14343.9,21267.41,Average,50.1,3.0,Medium,Master,Sales,Full-Time,Office,Lahore,No
EMP-00830,35.0,10.0,12108.57,1611.02,Good,42.2,4.0,High,Bachelor,IT,Part-Time,Office,Islamabad,Yes
EMP-00831,28.0,8.0,16836.74,21469.58,Average,29.1,3.0,High,PhD,Operations,Full-Time,Hybrid,Karachi,No
EMP-00832,44.0,21.0,19270.09,24603.95,Good,26.4,6.0,High,Master,IT,Full-Time,Office,Lahore,No
EMP-00833,30.0,10.0,11461.44,22516.55,Poor,27.2,6.0,High,Bachelor,Marketing,Full-Time,Hybrid,Peshawar,No
EMP-00834,51.0,29.0,20911.43,33593.5,Good,15.0,4.0,Medium,Master,Operations,Full-Time,Remote,Islamabad,No
EMP-00835,37.0,17.0,11999.43,16227.79,Excellent,49.9,5.0,Very High,High School,Sales,Full-Time,Remote,Lahore,No
EMP-00836,21.0,0.0,7642.43,15055.05,Average,8.3,3.0,High,Master,Sales,Contract,Office,Karachi,No
EMP-00837,33.0,4.0,13574.9,30315.87,Average,22.2,5.0,High,Master,Operations,Full-Time,Hybrid,Rawalpindi,No
EMP-00838,35.0,8.0,13792.27,23118.38,Poor,30.4,8.0,Medium,Bachelor,IT,Full-Time,Office,Karachi,No
EMP-00839,38.0,12.0,16079.39,13748.8,Excellent,4.0,2.0,High,Master,Marketing,Full-Time,Office,Multan,Yes
EMP-00840,33.0,7.0,12894.49,18736.83,Average,12.0,6.0,Medium,Bachelor,Operations,Full-Time,Office,Rawalpindi,No
EMP-00841,45.0,18.0,17986.39,34559.17,Good,25.6,7.0,Very High,Master,Sales,Full-Time,Office,Rawalpindi,Yes
EMP-00842,36.0,14.0,15120.03,22271.13,Excellent,5.7,5.0,Very High,Master,Sales,Full-Time,Hybrid,Karachi,No
EMP-00843,41.0,20.0,22684.49,13249.24,Average,22.7,5.0,Medium,Master,Operations,Part-Time,Office,Peshawar,No
EMP-00844,32.0,13.0,16531.86,27915.77,Poor,68.5,6.0,High,Bachelor,HR,Full-Time,Remote,Multan,Yes
